ID,Nome,Localidade,Profissao
31996435,Irma Caetano,Aveiro    Águeda    Óis da Ribeira    722    369,Administrador de sistemas
94175872,Blenda Furquim,Porto    Marco de Canaveses    Manhuncelos    504    525,Cozinheiro / chef
17997941,Herm�nia Hollanda,Porto    Felgueiras    Penacova    1 135     320,Técnico de radiologia
15616619,Am�lia Carvalheiro,Beja    Mértola    S. Pedro de Solis    318    6 374,Auxiliar de ação direta
51467358,Elvis Costa,Guarda    Mêda    Ranhados    335    2 546,Cozinheiro / chef
12393882,Joel Varela,Faro    Vila Real de Santo António    Monte Gordo    3 952     412,Pedreiro
17571552,Vanderley Simas,Vila Real    Montalegre    Pitões das Junias    201    3 689,Engenheiro agrónomo
78833917,Ven�ncio Berenguer,Viana do castelo    Viana do Castelo    Mujães    1 691     472,Jornalista
67872029,�rica Menna,Faro    Faro    Faro (Sé)    28 546     6 033,Engenheiro informático
26397637,Faustina Lopes,Porto    Baião    Frende    815    267,Especialista em marketing digital
19489458,Ap�lo Penteado,Braga    Guimarães    Corvite    (*)     (*),Engenheiro industrial
27116957,T�nia Nascimento,Viseu    Sátão    Mioma    1 174     1 605,Técnico de recursos humanos
88555096,Alan Os�rio,Viseu    Tondela    Mouraz    998    922,Escritor
63200576,Isabel Saraiva,Braga    Vila Verde    Valbom (S. Pedro)    294    155,Psicólogo
21651443,Ester Telinhos,Viana do castelo    Arcos de Valdevez    Portela    307    306,Ator
41065933,Greg�rio Homem,Porto    Gondomar    Barrosas (Santo Estevão)    933    470,Psicólogo
66710260,Nicole Telinhos,Bragança    Macedo de Cavaleiros    Castelãos    395    1 310,Segurança privado
21600605,Milene Furtado,Bragança    Carrazeda de Ansiães    Ribalonga    115    852,Notário
18595992,Bruno Can�rio,Braga    Guimarães    Sande (Vila Nova)    1 848     296,Engenheiro industrial
20528993,Jasmim Moutinho,Braga    Vila Verde    Vila de Prado    4 381     560,Investigador
12218366,Ac�rcio Pegado,Santarem    Santarem    Arneiro das Milhariças    936    1 201,Esteticista
51010517,Serafim J�come,Bragança    Bragança    Outeiro    367    4 085,Tradutor
67141925,Arm�nio Var�o,Braga    Fafe    Estorãos    1 588     797,Auditor
15361482,Daniel Pessanha,Bragança    Moncorvo    Carviçais    882    6 419,Carpinteiro
13894566,Ivan Gir�o,Bragança    Moncorvo    Castedo    275    1 779,Dentista
25108616,Silvino Gravato,Castelo Branco    Castelo Branco    Lardosa    1 044     4 446,Influenciador digital
96057554,Liane Varela,Aveiro    Vale de Cambra    S. Pedro de Castelões    7 625     2 148,Cuidador de idosos
98481530,N�lida Moreira,Braga    Vila Verde    Duas Igrejas    1 407     1 336,Técnico de radiologia
14012026,Dinis Talh�o,Braga    Amares    Bouro (Sta. Marta)    565    961,Barman
44003317,Ernane Sanches,Guarda    Sabugal    Vilar Maior    168    2 482,Consultor financeiro
77861842,Am�vel Lacerda,Braga    Amares    Torre    402    154,Web designer
98073334,Benedita Trist�o,Coimbra    Penacova    Friúmes    685    1 474,Animador turístico
40330048,Oleg�rio Robalinho,Santarem    Abrantes    Mouriscas    1 946     3 498,Comercial / vendedor
89804625,Ad�rito Almeida,Castelo Branco    Covilhã    S. Jorge da Beira    694    2 489,Engenheiro químico
10084406,Rodolfo Villalobos,Viana do castelo    Ponte da Barca    Vila Chã (S. João Baptista)    601    1 011,Engenheiro mecânico
58869769,Laila Tabosa,Braga    Barcelos    Vilar do Monte    660    483,Técnico ambiental
13008108,Ad�lia Carlos,Lisboa    Loures    Bobadela    8 577     322,Agricultor
17972503,Antonieta Vilas Boas,Braga    Barcelos    Sequeade    804    246,Funcionário público
66847913,Fabr�cio Telinhos,Faro    Faro    Estoi    3 538     4 655,Jornalista
56584752,Darcy Porci�ncula,Viana do castelo    Valença    Silva    281    539,Professor
57639845,Elza Veleda,Lisboa    Cadaval    Figueiros    765    511,Diretor de hotel
13178088,Adelaide Negreiros,Bragança    Mogadouro    Penas Roias    459    3 304,Motorista
28546328,Elen Bencatel,Viseu    Viseu    Vil de Souto    710    811,Enfermeiro
41196999,Sofia Vilar,Lisboa    Lisboa    S. Vicente de Fora    4 267     31,Investigador
32963984,Am�vel Milheir�o,Viseu    Castro Daire    Almofala    280    1 875,Solicitador
78993884,Guilherme Pestana,Vila Real    Valpaços    Curros    212    2 036,Engenheiro mecânico
14959328,Matilde Paix�o,Viseu    S. João da Pesqueira    Ervedosa do Douro    1 424     3 971,Técnico de manutenção
22575855,Sabrina Zagalo,Braga    Fafe    Vila Cova    252    583,Personal trainer
56323591,Ad�o Lobato,Guarda    Fornos de Algodres    Juncais    316    887,Comercial / vendedor
15448687,Luciana Tavares,Açores    Calheta (Açores)    Ribeira Seca    1 105     5 318,Rececionista de hotel
72999385,Judite Mondrag�o,Castelo Branco    Sertã    Nesperal    335    774,Barman
20624794,Nair J�come,Viseu    Castro Daire    Cujó    410    826,Técnico de recursos humanos
19877429,Sueli Bessa,Açores    Angra do Heroísmo    Angra (S. Pedro)    3 638     385,Administrador de sistemas
65144237,Claudino F�lix,Faro    Portimão    Mexilhoeira Grande    3 598     8 841,Especialista em cibersegurança
44408336,Dalila Santiago,Santarem    Cartaxo        Vila Chã de Ourique    2 948     3 319,Cuidador de idosos
19778363,Augusta Pic�o,Braga    Cabeceiras de Basto    Gondiães    314    2 165,Dentista
20121713,Carlos Paiva,Coimbra    Coimbra    Brasfemes    1 847     1 031,Bombeiro
10569535,Cinara Muniz,Guarda    Guarda    Codesseiro    216    1 081,Agricultor
17777945,Natacha Viana,Santarem    Santarem    Moçarria    1 212     1 211,Gestor
19773621,Em�lia Cascais,Lisboa    Cadaval    Vermelha    1 390     1 192,Gestor de e-commerce
11778539,Gabriel Vianna,Castelo Branco    Vila Velha de Ródão    Fratel    760    9 786,Contabilista
12798451,Duarte Junqueira,Guarda    Aguiar da Beira    Forninhos    272    1 076,Gestor de e-commerce
90005879,Jonas Morais,Viseu    Castro Daire    Gafanhão    177    776,Relações públicas
55835678,Nilda Set�bal,Viana do castelo    Ponte da Barca    Lindoso    536    4 648,Diretor de hotel
29155744,Gabriel P�voas,Vila Real    Chaves    Vilela Seca    323    1 411,Fotógrafo
36306040,Lucinda Marmou,Bragança    Macedo de Cavaleiros    Carrapatas    225    670,Fisioterapeuta
32378163,Katia Toledo,Viseu    Mangualde    Várzea de Tavares    370    844,Engenheiro agrónomo
90970622,In�cio Varela,Leiria    Alcobaça    Alpedriz    849    1 550,Web designer
43234862,Samuel Magalh�es,Leiria    Óbidos    A dos Negros    1 493     1 682,Auxiliar de ação direta
43181211,Artur J�come,Setúbal    Almada    Pragal    7 721     221,Escritor
45578621,Valentim Mendo�a,Bragança    Vinhais    Moimenta    184    1 735,Animador turístico
10972685,Arlindo �lvaro,Guarda    Celorico da Beira    Carrapichana    269    596,Influenciador digital
22081884,Ricardino Be�a,Coimbra    Figueira da Foz    Vila Verde    3 193     2 876,Engenheiro agrónomo
12616492,Elton Saraiva,Aveiro    Arouca    Moldes    1 477     2 756,Procurador
28160841,Belmiro Liberato,Madeira    Câmara de Lobos    Jardim da Serra    3 707     710,Babysitter
16053463,Nina Monte,Braga    Esposende    Fonte Boa    1 298     574,Analista de investimentos
29761868,Lina Terra,Porto    Póvoa de Varzim    Rates    2 539     1 388,Gestor de projetos IT
13160836,Luisa Aguiar,Açores    Nordeste    Salga    550    855,Personal trainer
19077871,Kevin Carneiro,Guarda    Almeida    Malhada Sorda    364    4 815,Engenheiro químico
16771356,Erm�nio Lago,Açores    Nordeste    Santo António    (*)     (*),Economista
31523989,Ieda Lobo,Beja    Ferreira do Alentejo    Canhestros    541    6 033,Técnico administrativo
31596804,Susete Mourato,Aveiro    Anadia    S. Lourenço do Bairro    2 553     1 495,Explicador / tutor
59822666,Reinaldo Muniz,Coimbra    Figueira da Foz    Borda do Campo    953    964,Babysitter
10079549,Il�dio Capistrano,Viana do castelo    Caminha    Gondar    241    535,Tradutor
19837279,Idalina Maciel,Braga    Cabeceiras de Basto    Outeiro    1 057     728,Procurador
15611861,Orfeu Frias,Castelo Branco    Covilhã    Unhais da Serra    1 385     3 211,Personal trainer
22253546,Hildegarda Passos,Évora    Vendas Novas    Campinho    917    4 711,Biólogo
11148534,C�lia Peres,Guarda    Fornos de Algodres    Fuinhas    110    606,Economista
92842183,Noemi Castelo,Porto    Paços de Ferreira    Seroa    3 661     605,Músico
18274064,Lic�nio Soto,Porto    Vila Nova de Gaia    Canelas    12 303     747,Eletricista
40304486,Ciro Siqueira,Guarda    Guarda    Videmonte    552    4 957,Especialista em cibersegurança
66449590,Ven�ncio Linares,Viseu    Tabuaço    Barcos    658    981,Investigador
88807797,Odete Castelo Branco,Açores    Vila Franca do Campo    Ponta Garça    3 577     2 770,Professor
19876652,Natanael Os�rio,Porto    Paços de Ferreira    Raimonda    2 518     381,Veterinário
66717120,Jer�nimo Roriz,Bragança    Alfândega da Fé    Saldonha    102    842,Militar
26380591,Caio Andrade,Guarda    Sabugal    Cerdeira    262    2 413,Cozinheiro / chef
99815448,Albino P�cego,Açores    Calheta (Açores)    Santo Antão    921    3 341,Procurador
18998024,Otoniel Imperial,Viana do castelo    Ponte de Lima    Bertiandos    392    226,Fisioterapeuta
48546422,Rodolfo Hernandes,Faro    Vila do Bispo    Barão de S. Miguel    440    1 486,Gestor
67777941,L�gia Ba�a,Viseu    Sátão    Mioma    1 174     1 605,Engenheiro eletrotécnico
17805082,Faustino Sacadura,Bragança    Mirandela    Avantos    123    1 289,Economista
11622422,Blenda Mendo�a,Coimbra    Tábua    Covas    1 196     1 747,Notário
18270851,Manuel Espargosa,Évora    Montemor-o-Novo    N. S. do Bispo    5 411     12 452,Agricultor
62246159,Linda Ventura,Vila Real    Chaves    Vila Verde da Raia    855    970,Guarda prisional
21895924,Sidney Talh�o,Coimbra    Tábua    Mouronho    984    2 402,Educador social
17624242,Marta Cedraz,Braga    Braga    Merelim (S. Paio)    2 365     239,Engenheiro químico
96983646,Ricarda Moutinho,Braga    Vila Verde    Turiz    1 385     300,Assistente dentário
45677239,Vanusa Bonilha,Viana do castelo    Vila Nova de Cerveira    Mentrestido    271    487,Analista de dados
27312599,Diana Damasceno,Coimbra    Cantanhede    Outil    865    1 513,Assistente dentário
20600072,Apol�nia Parracho,Évora    Estremoz    Santo Estevão    112    3 362,Educador de infância
15448509,Omar Filgueiras,Madeira    Santana    Santana    3 439     1 780,Médico
31110636,Tatiana Melo,Viseu    Carregal do Sal    Papízios    758    1 409,Técnico ambiental
21024243,Erm�nio Cambezes,Coimbra    Condeixa-a-Nova    Sebal    1 793     1 668,Pescador
50900545,Samara Carneiro,Coimbra    Condeixa-a-Nova    Sebal    1 793     1 668,Agricultor
13050363,Silva Iglesias,Setúbal    Setúbal    Setúbal (Sta. Maria da Graça)    5 340     75,Militar
69969419,Val�rio Lira,Guarda    Sabugal    Sabugal    2 174     3 157,Educador de infância
12701086,Kelly Veiga,Vila Real    Sabrosa    Covas do Douro    558    1 960,Programador / Desenvolvedor de software
30258443,Fabiana Batata,Guarda    Celorico da Beira    Minhocal    240    1 080,Técnico administrativo
45942433,Anita Frota,Lisboa    Torres Vedras    Carvoeira    1 610     1 428,Guarda prisional
31640099,Ariela Quadros,Porto    Paredes    Vila Cova de Carros    688    366,Diretor de hotel
11916141,Gerv�sio Guterres,Beja    Ferreira do Alentejo    Canhestros    541    6 033,Músico
18331056,Ver�nica Mondrag�o,Porto    Vila Nova de Gaia    Canidelo    23 737     805,Contabilista
35360046,Glena Fialho,Viana do castelo    Monção    Pinheiros    372    281,Juiz
87947631,M�rcia Bettencourt,Madeira    Calheta (Madeira)    Calheta    3 105     1 400,Técnico de recursos humanos
16793903,L�lia Bensa�de,Vila Real    Boticas    Alturas do Barroso    444    3 268,Notário
10843375,Marlene Quaresma,Viseu    Lamego    Sande    1 134     311,Tradutor
11604565,Fernando Mascare�as,Açores    Madalena    S. Caetano    550    2 436,Educador de infância
13217153,H�lder Almada,Coimbra    Tábua    Candosa    818    1 168,Ator
30656713,Heitor Forte,Santarem    Torres Novas    Assentiz    3 184     3 274,Dentista
59641338,�ngela Coimbra,Guarda    Pinhel    Pomares    184    1 389,Pescador
17608766,Milton Cordeiro,Viseu    Mangualde    Mangualde    8 904     3 479,Operador de máquinas
15133108,Il�dio Freitas,Viana do castelo    Monção    Luzio    151    618,Cuidador de idosos
20562067,Jaime Noguera,Guarda    Guarda    Casal de Cinza    592    1 718,Dentista
31695994,Eduarda Pontes,Guarda    Trancoso    Cótimos    194    1 214,Barman
67802628,P�ricles Caeiro,Braga    Vila Nova de Famalicão    Oliveira (Sta. Maria)    3 091     464,Personal trainer
25075157,Luciana Mexia,Porto    Lousada    Lustosa    4 437     1 038,Freelancer
20644827,Bebiana Cortes�o,Castelo Branco    Covilhã    Cortes do Meio    969    4 819,Guia turístico
15779635,Jacinta Sintra,Bragança    Macedo de Cavaleiros    Vilarinho do Monte    72    731,Especialista em cibersegurança
63170940,Bernarda Bethecourt,Braga    Fafe    Arões ( S. Romão)    3 258     637,Rececionista de hotel
14555416,Gildo Filipe,Porto    Vila Nova de Gaia    S. Pedro da Afurada    3 442     100,Barman
24720398,Isa�as Carqueijeiro,Beja    Serpa    Serpa (Salvador)    4 379     28 882,Programador / Desenvolvedor de software
80651397,Ad�lia Semedo,Braga    Barcelos    Faria    583    301,Pescador
17581751,Salom� Valad�o,Açores    Ribeira Grande    Lomba de S. Pedro    309    699,Funcionário público
17709405,Aldino Bernardes,Beja    Ferreira do Alentejo    Alfundão    998    5 190,Tradutor
40470171,Luciano Fraga,Braga    Braga    Panoias    1 630     115,Gestor de transportes
18363502,Marcelo Modesto,Viana do castelo    Ponte da Barca    Boivães    338    634,Jornalista
41993380,Vit�ria Horta,Lisboa    Torres Vedras    S. Pedro da Cadeira    4 339     2 319,Serralheiro
18232168,Felicidade Gra�a,Braga    Vila Verde    Carreiras (Santiago)    445    256,Ator
32363273,Valdo Freiria,Braga    Póvoa de Lanhoso (N. S. do Amparo)    Taíde    1 569     734,Farmacêutico
96267966,Benjamim Quinta,Coimbra    Cantanhede    Portunhos    1 228     1 524,Guarda prisional
32457749,Filipa Domingos,Leiria    Porto de Mós    Mendiga    1 016     2 001,Formador profissional
87243449,Bryan Caires,Braga    Celorico de Basto    Infesta    316    589,Engenheiro civil
11949877,Samuel Bairros,Lisboa    Amadora    Mina    18 915     276,Relações públicas
21192431,Eul�lia Gama,Lisboa    Lisboa    Prazeres    8 492     148,Investigador
38279845,Glena Damazio,Vila Real    Sta. Marta de Penaguião    Fornelos    319    503,Nutricionista
80853942,Delfina Sousa de Arronches,Lisboa    Alenquer    Cabanas de Torres    1 013     679,Engenheiro informático
38258886,Brenda Bulh�o,Coimbra    Penela    Penela (S. Miguel)    1 741     3 261,Estafeta
52756687,T�mara Cani�a,Leiria    Bombarral    Bombarral    5 514     1 747,Engenheiro civil
92535238,Asdr�bal Lamego,Viseu    Tondela    Sabugosa    623    839,Influenciador digital
85990308,Clara Natal,Bragança    Miranda do Douro    Palaçoulo    678    5 014,Cabeleireiro
36027058,Ciro Homem,Porto    Lousada    Lousada (S. Miguel)    948    269,Analista de investimentos
46563225,Benito Barata,Lisboa    Azambuja    Aveiras de Cima    4 661     2 608,Diretor de hotel
12312224,George Reis,Coimbra    Coimbra    Cernache    3 871     1 955,Comercial / vendedor
54813534,Josaf� Ornelas,Vila Real    Sta. Marta de Penaguião    Lobrigos (S. Miguel)    1 327     442,Cuidador de idosos
52976740,�ndia Quintas,Évora    Arraiolos    Gafanhoeiro (S. Pedro)    623    4 517,Engenheiro eletrotécnico
13922367,Benvinda Parreira,Porto    Paredes    Astromil    784    139,Solicitador
30632694,Jacob Lousada,Vila Real    Valpaços    Curros    212    2 036,Investigador
16688077,Muriel Sobreira,Bragança    Miranda do Douro    Malhadas    399    2 753,Educador social
10078122,Amador Duarte,Guarda    Aguiar da Beira    Dornelas    769    1 396,Videógrafo
40175195,Matilde Monsanto,Porto    Gondomar    Pias    1 081     270,Influenciador digital
38087653,N�ria Sacadura,Bragança    Vila Flor    Nabo    218    1 046,Comercial / vendedor
28150359,Cl�udia Estrela,Vila Real    Valpaços    Tinhela    253    1 519,Psicólogo
16503455,Linda Freixo,Lisboa    Mafra    Mafra    11 276     4 767,Engenheiro civil
16270143,Lia Calheiros,Lisboa    Sintra    Sintra (S. Martinho)    5 907     2 428,Piloto
82923447,Shirley Antas,Bragança    Vimioso    Vale de Frades    203    3 952,Piloto
64389854,Carminda Br�s,Aveiro    Aveiro    Glória    9 917     680,Relações públicas
99155413,Evangelina Brum,Porto    Paredes    Vandoma    2 074     527,Guia turístico
15367376,Cl�udia Soto Mayor,Viseu    Castro Daire    Almofala    280    1 875,Técnico de radiologia
38984723,Durval Lucena,Braga    Guimarães    Gandarela    1 163     262,Empreendedor
51474006,Adelmiro Villa�a,Viana do castelo    Monção    Anhões    196    724,Piloto
44988980,Mauro Neiva,Coimbra    Montemor-o-Velho    Verride    699    615,Funcionário público
63447874,Dores Forte,Viana do castelo    Arcos de Valdevez    Vilela    251    340,Estafeta
13625499,Albina Quesado,Castelo Branco    Belmonte    Colmeal da Torre    894    731,Operador de máquinas
19096936,Albertina Mendo�a,Braga    Vila Verde    Carreiras (S. Miguel)    623    185,Enfermeiro
43849097,Madalena Castanheira,Viseu    Viseu    Ribafeita    1 461     1 859,Designer gráfico
52083498,Gilda Batata,Santarem    Tomar    Carregueiros    1 255     1 235,Bombeiro
63001019,Quit�ria Carmona,Leiria    Leiria    Pousos    7 325     1 579,Gestor de projetos IT
65727364,Serafim Valad�o,Leiria    Alcobaça    Coz    2 043     1 482,Médico
37247159,Osvaldo Paes,Setúbal    Moita    Baixa da Banheira    23 711     240,Carpinteiro
27625662,Gertrudes Mena,Santarem    Chamusca    Vale de Cavalos    1 256     11 891,Canalizador
13709492,Gustavo Alc�ntara,Vila Real    Chaves    Vila Verde da Raia    855    970,Jornalista
48629176,Neusa Cantanhede,Bragança    Bragança    Quintela de Lampaças    285    1 975,Personal trainer
96915805,Calisto Quinzeiro,Braga    Amares    Caldelas    1 013     447,Educador de infância
56989675,Karen Pequeno,Coimbra    Penela    Rabaçal    339    879,Cientista de dados
74251667,Dayse Botica,Faro    Albufeira    Ferreiras    4 951     2 464,Explicador / tutor
33832868,D�lia Bogado,Porto    Amarante    Jazente    660    417,Pedreiro
50372707,Cremilda G�is,Guarda    Mêda    Fonte Longa    199    996,Auditor
16623214,Hort�nsia Loureiro,Viana do castelo    Ponte de Lima    Facha    1 482     1 582,Pescador
17777739,Paula Palha,Braga    Guimarães    Sande (S. Clemente)    1 722     579,Formador profissional
66732595,Ana Dourado,Lisboa    Sobral de Monte Agraço    Sobral de Monte Agraço    2 937     867,Empregado de mesa
91781000,Aguinaldo Monsanto,Lisboa    Azambuja    Alcoentre    3 535     4 700,Soldador
15892300,Raimundo Quezado,Açores    Angra do Heroísmo    Feteira    1 044     308,Designer gráfico
35747847,Eleut�rio Faustino,Coimbra    Cantanhede    Cordinhã    1 141     1 025,Soldador
49687518,Francelina Ferro,Aveiro    Arouca    Burgo    2 067     538,Farmacêutico
27823832,Ondina Afonso,Madeira    S. Vicente    S. Vicente    3 336     4 370,Programador / Desenvolvedor de software
97486763,Tib�rcio Doutiz,Bragança    Carrazeda de Ansiães    Lavandeira    184    1 356,Agricultor
62199392,Franklin Barateiro,Açores    Ribeira Grande    Sta. Bárbara    1 271     1 273,Cuidador de idosos
16861248,Elias Frias,Porto    Marco de Canaveses    S. Nicolau    491    85,Nutricionista
14020207,Get�lio Corte-Real,Castelo Branco    Oleiros    Vilar Barroco    159    2 359,Dentista
37586108,Valentim Passarinho,Castelo Branco    Covilhã    Vale Formoso    640    1 149,Gestor de e-commerce
10109432,Wilton Minho,Vila Real    Chaves    Selhariz    311    575,Maquinista
43824909,Lucas Macieira,Viana do castelo    Viana do Castelo    Castelo do Neiva    3 203     764,Cabeleireiro
26275093,Volney Xavier,Viseu    Cinfães    Gralheira    205    1 058,Gestor de produto
43338340,Larissa Casalinho,Viseu    Tondela    Tonda    1 115     869,Agricultor
23010213,Tom�s Rocha,Vila Real    Valpaços    Fiães    146    1 014,Assistente dentário
10335029,Martinho Carvalheira,Castelo Branco    Vila Velha de Ródão    Perais    589    8 184,Nutricionista
66234524,Carla Lameirinhas,Beja    Aljustrel    Rio de Moinhos    864    3 674,Técnico de recursos humanos
26750758,Alberto Lagos,Bragança    Vila Flor    Trindade    177    1 350,Especialista em cibersegurança
73482283,Iracema Feitosa,Braga    Celorico de Basto    Agilde    1 294     987,Farmacêutico
21506814,�nio Dotel,Évora    Estremoz    Veiros    1 233     3 970,Empreendedor
19700738,Gl�ria Raminhos,Aveiro    Anadia    S. Lourenço do Bairro    2 553     1 495,Esteticista
54569902,Regina Neiva,Braga    Fafe    S. Gens    1 888     1 431,Engenheiro civil
60526230,Palmira Lessa,Lisboa    Mafra    Venda do Pinheiro    4 660     1 443,Contabilista
25322106,Roberta Bai�o,Castelo Branco    Castelo Branco    Lardosa    1 044     4 446,Comercial / vendedor
15233576,Idalina Carromeu,Leiria    Pombal    Pombal    16 049     9 761,Relações públicas
16715258,F�bia Mascarenhas,Castelo Branco    Idanha-a-Nova    Segura    233    7 376,Engenheiro eletrotécnico
10145994,Isolina Quintero,Beja    Beja    Trigaches    540    1 600,Analista de investimentos
79228113,Ania Ruas,Guarda    Guarda    Ribeira dos Carinhos    136    888,Agricultor
28462831,Cristiano Quint�o,Castelo Branco    Covilhã    S. Jorge da Beira    694    2 489,Técnico de radiologia
77293183,Linda Ribas,Lisboa    Torres Vedras    A dos Cunhados    6 936     4 398,Assistente dentário
14660981,Samanta Lagoa,Guarda    Pinhel    Bogalhal    68    1 729,Analista de dados
18108211,Ezequiel Anjos,Vila Real    Chaves    Águas Frias    897    2 896,Educador social
29924797,Alcione Pena,Leiria    Marinha Grande    Marinha Grande    28 372     13 887,Auditor
82302365,Natividade Linares,Guarda    Fornos de Algodres    Vila Chã    93    303,Serralheiro
36452536,Eva Bettencourt,Braga    Vila Verde    Penascais    281    191,Designer gráfico
30215867,Carminda Mendoza,Beja    Odemira    S. Martinho das Amoreiras    1 199     14 297,Psicólogo
20972445,Lib�nio Prates,Faro    S. Brás de Alportel    S. Brás de Alportel    10 032     15 005,Canalizador
89884877,Carlota Lopes,Bragança    Vinhais    Agrochão    293    1 807,Gestor de transportes
13844420,Albino Ramires,Braga    Amares    Caldelas    1 013     447,Esteticista
16812407,Nabal Lago,Castelo Branco    Sertã    Pedrógão Pequeno    916    4 275,Técnico de manutenção
10225910,Lisandro Camacho,Faro    Loulé    Quarteira    16 131     3 779,Agricultor
65204684,Jesus Moita,Bragança    Macedo de Cavaleiros    Vale Benfeito    231    1 586,Gestor de e-commerce
11457958,Lita Taborda,Bragança    Vinhais    Fresulfe    100    1 815,Músico
53633366,Elizabeth Coutinho,Braga    Barcelos    Barcelinhos    1 899     256,Consultor financeiro
29827500,Ad�lia Guerreiro,Lisboa    Lisboa    S. Miguel    1 777     6,Técnico de radiologia
54595966,Evelina Imperial,Vila Real    Vila Real    Campeã    1 627     2 391,Freelancer
10288678,Ingrid Lustosa,Bragança    Mirandela    Alvites    282    1 781,Contabilista
51996957,Leoc�dia Milheiro,Santarem    Coruche    Santana do Mato    1 258     10 227,Enfermeiro
