ID,Nome,Localidade,Profissao
18031654,Karen Esteves,Açores    Nordeste    Santana    449    732,Pintor
46188881,Virgolina Botica,Coimbra    Oliveira do Hospital    Lourosa    651    1 367,Cuidador de idosos
85631041,Florival Carvalheiro,Bragança    Vinhais    Vinhais    2 382     3 376,Guia turístico
31778362,Luana Ramalho,Viseu    Sátão    Avelal    560    681,Piloto
32487544,Ac�rcio Simas,Viseu    Tondela    Dardavaz    962    1 633,Jornalista
41357131,Dolores Bensa�de,Braga    Barcelos    Encourados    559    438,Especialista em marketing digital
77114560,Golias Quintana,Bragança    Vinhais    Soeira    120    1 397,Advogado
17154970,Alba Garrau,Braga    Vila Verde    Laje    2 244     487,Pescador
24834877,Eduarda Toledo,Braga    Póvoa de Lanhoso (N. S. do Amparo)    Esperança    436    368,Escritor
26423891,Nelma Miranda,Viana do castelo    Ponte de Lima    Arcozelo    3 932     1 187,Operador de máquinas
15628276,Alana Carmo,Aveiro    Vagos    Vagos    4 010     2 158,Engenheiro eletrotécnico
18505868,Belmiro Zambujal,Viseu    Penedono    Souto    376    1 525,Engenheiro químico
53629528,Denise Regalado,Santarem    Abrantes    Vale das Mós    747    2 342,Jornalista
14061662,Rafaela Rebimbas,Lisboa    Lisboa    Santos-o-Velho    4 013     51,Segurança privado
55953457,Adolfo Doutel,Santarem    Rio Maior    Outeiro da Cortiçada    829    1 453,Barman
45753478,Constan�a Mattos,Bragança    Bragança    Espinhosela    305    3 596,Farmacêutico
17050952,Sim�o Guerreiro,Bragança    Vimioso    Pinelo    271    3 313,Auditor
46291616,Elisabete Hil�rio,Coimbra    Cantanhede    Cadima    3 217     2 372,Videógrafo
72932024,Ferdinanda Figueiroa,Setúbal    Alcácer do Sal    Alcácer do Sal (Santiago)    4 850     28 298,Empreendedor
64547490,Rebeca Cerveira,Coimbra    Montemor-o-Velho    Santo Varão    1 502     1 187,Analista de dados
10980531,Ronaldo Velasques,Braga    Barcelos    Alvelos    2 168     422,Serralheiro
29525652,Adelinda Holanda,Porto    Vila Nova de Gaia    Madalena    9 356     602,Segurança privado
30054436,Pl�cida Maranh�o,Viseu    Mangualde    Moimenta de Maceira Dão    664    639,DevOps engineer
37261571,Ivone Lobo,Vila Real    Mondim de Basto    Pardelhas    109    1 839,Técnico administrativo
11639945,Raimunda Carromeu,Braga    Barcelos    Pereira    1 307     447,Assistente dentário
40030292,Manuelina Ramallo,Viana do castelo    Arcos de Valdevez    Padroso    305    838,Funcionário público
12270692,Liane Bicalho,Vila Real    Mondim de Basto    Mondim de Basto    3 473     2 339,Músico
68392002,Martim Quintela,Braga    Guimarães    Lordelo    4 641     490,Engenheiro eletrotécnico
48225924,Marina Villar,Santarem    Mação    Amêndoa    658    3 700,Motorista
45983408,Jonas Siqueira,Bragança    Vila Flor    Trindade    177    1 350,Pedreiro
77070236,Godofredo Outeiro,Castelo Branco    Oleiros    Mosteiro    422    1 717,Técnico ambiental
85638207,Carlota Vidigal,Braga    Vila Verde    Valbom (S. Pedro)    294    155,Formador profissional
94158476,Lina Sabala,Faro    Loulé    Tôr    887    1 485,Auxiliar de ação direta
28149217,X�nia Antas,Guarda    Sabugal    Moita    173    675,Educador social
54207528,Orlando Vasques,Braga    Barcelos    Igreja Nova    445    190,Operador de máquinas
15114345,P�ricles Castel-Branco,Coimbra    Lousã    Serpins    1 712     3 612,Animador turístico
30306786,V�nia Gorj�o,Bragança    Mirandela    Torre de D. Chama    1 386     2 765,Motorista
43216371,Viviana Peseiro,Guarda    Guarda    Vila Fernando    587    1 597,Gestor de produto
23662110,Guido Dur�o,Santarem    Torres Novas    Torres Novas (S. Pedro)    5 708     925,Engenheiro químico
63461211,Diogo Boga,Leiria    Pombal    Carriço    3 872     8 483,Babysitter
18023329,Lilian Bogalho,Santarem    Torres Novas    Brogueira    1 065     2 107,Procurador
93082880,Tim�teo Moraes,Viana do castelo    Ponte da Barca    Lindoso    536    4 648,Advogado
14342706,Ricardina Zarco,Açores    Povoação    Faial da Terra    377    1 269,Professor
15374566,Cl�udio Maciel,Vila Real    Montalegre    Meixedo    235    2 082,Comercial / vendedor
48824572,Susana Valle,Madeira    Funchal    Santo António    21 931     2 221,Assistente social
12816240,Melinda Letras,Porto    Penafiel    Rio Mau    1 485     564,Programador / Desenvolvedor de software
57269225,H�rcules Sesimbra,Lisboa    Vila Franca de Xira    Alverca do Ribatejo    29 086     1 789,Designer gráfico
19264727,Clodoaldo Damasceno,Braga    Barcelos    Vila Frescaínha (S. Martinho)    2 219     386,Técnico ambiental
65922032,Tib�rcio Valverde,Viseu    Tabuaço    Granjinha    52    248,Canalizador
22019477,Benedito Freire,Guarda    Gouveia    Gouveia (S. Julião)    1 561     968,Freelancer
70675618,Lib�nio Cirne,Coimbra    Oliveira do Hospital    S. Gião    574    1 419,Explicador / tutor
18124735,Gertrudes Lara,Viseu    Sernancelhe    Arcos    206    790,Carpinteiro
17281553,Greg�rio Soto,Viana do castelo    Viana do Castelo    Neiva    1 267     657,Relações públicas
38372636,N�via Reis,Braga    Barcelos    Panque    750    681,Assistente social
16844971,Nicia Villena,Porto    Marco de Canaveses    Vila Boa de Quires    3 635     1 618,Explicador / tutor
32250529,Oct�vio Lobato,Vila Real    Valpaços    Curros    212    2 036,Canalizador
39222818,Ismael Beiriz,Braga    Braga    Passos (S. Julião)    697    196,Especialista em cibersegurança
13832452,Bernarda Caires,Viseu    Vouzela    Ventosa    921    1 821,Tradutor
56404831,Jonata Mata,Açores    Sta. Cruz da Graciosa    Guadalupe    1 306     2 055,Administrador de sistemas
38851605,Anselmo Torres,Porto    Penafiel    Guilhufe    2 621     445,Advogado
53661511,Vasco Veiga,Coimbra    Soure    Vila Nova de Anços    1 318     2 050,Programador / Desenvolvedor de software
38266669,Nat�lia Fitas,Açores    Lajes do Pico    Piedade    902    1 294,Analista de dados
86091234,Nat�lia Quintella,Braga    Fafe    Gontim    127    568,Explicador / tutor
47014869,Gerv�sio Passarinho,Faro    Vila do Bispo    Barão de S. Miguel    440    1 486,Assistente social
24476204,Estev�o Quesado,Viseu    Tabuaço    Adorigo    420    1 055,Videógrafo
35373730,Vasco Martins,Guarda    Sabugal    Alfaiates    419    2 797,Segurança privado
12167296,Dulcineia Veleda,Viseu    Mortágua    Pala    1 042     4 910,Agricultor
27408115,Dione Damasceno,Évora    Vendas Novas    Monsaraz    977    8 825,Especialista em cibersegurança
11522562,Esa� Keil do Amaral,Vila Real    Mesão Frio    Oliveira    456    340,Administrador de sistemas
23645854,Maura Lagos,Coimbra    Tábua    Tábua    3 035     2 461,Formador profissional
96889318,Alcina Camelo,Bragança    Vila Flor    Vilarinho das Azenhas    140    1 421,Piloto
39528334,Loreta Lucena,Coimbra    Oliveira do Hospital    Sta. Ovaia    647    245,Empreendedor
31502923,Romeu Paula,Vila Real    Valpaços    Rio Torto    464    3 119,Analista de investimentos
24568769,Alda Coito,Vila Real    Vila Real    Quinta    148    419,Administrador de sistemas
35543479,Herodes Veleda,Beja    Almodôvar    Rosário    606    6 070,Especialista em marketing digital
23597186,Altino Valad�o,Castelo Branco    Penamacôr    Aldeia de João Pires    221    1 113,Dentista
49254651,Luca M�ndez,Beja    Ourique    Garvão    851    4 251,Técnico de recursos humanos
19365159,Oct�via Torreiro,Braga    Braga    Tenões    1 067     213,Personal trainer
10652379,Ap�lo Viana,Viseu    Viseu    Barreiros    334    519,Programador / Desenvolvedor de software
30353303,Leonardo Festas,Braga    Barcelos    Carapeços    2 186     500,Gestor de e-commerce
96954610,Simone Freiria,Porto    Paredes    Sobrosa    2 502     487,Professor
59557237,Jess� Rios,Braga    Guimarães    Ponte    6 597     785,Estafeta
38525314,Dina Pican�o,Braga    Barcelos    Macieira de Rates    1 967     756,Investigador
23611371,L�via Pederneiras,Porto    Marco de Canaveses    Paços de Gaiolo    1 092     789,Auxiliar de ação direta
65934973,Ol�mpia Monsanto,Guarda    Pinhel    Pala    629    1 312,Esteticista
11207548,Valentina Fontes,Guarda    Trancoso    Souto Maior    145    618,Médico
25370297,Ferdinanda Maltez,Évora    Portel    Vera Cruz    456    4 458,Rececionista de hotel
38289551,Bartolomeu Fragoso,Bragança    Macedo de Cavaleiros    Ala    497    3 376,Pintor
85869522,Salvador Conde,Castelo Branco    Idanha-a-Nova    Ladoeiro    1 386     6 311,Gestor de transportes
27637628,Oleg�rio Lins,Braga    Guimarães    Barco    1 430     295,Engenheiro agrónomo
73762091,Yasmin Reis,Évora    Estremoz    S. Lourenço de Mamporcão    558    1 687,Operador de máquinas
43194254,Nancy Neiva,Lisboa    Cadaval    Cadaval    2 435     1 269,Cientista de dados
44711932,Alessandra Bri�o,Évora    Évora    Bacelo    8 297     1 325,Farmacêutico
38942795,Salom�o Maior,Faro    Silves    Silves    10 768     17 745,Professor
29380136,Fl�r Pinto,Açores    Nordeste    Algarvia    (*)     (*),Formador profissional
66365280,Fernanda Almeida,Vila Real    Vila Real    Vila Real (S. Pedro)    4 422     217,Jornalista
75597485,Djamila J�come,Guarda    Trancoso    Torres    217    1 025,Estafeta
59090393,Duarte Rocha,Castelo Branco    Fundão    Escarigo    309    932,Guarda prisional
18874489,Eduardo Cardim,Porto    Gondomar    Macieira    1 421     142,Gestor de projetos IT
98626812,Vanderley Penha,Santarem    Ourém    Casal dos Bernardos    1 041     2 397,Barman
14338299,Anast�cia Cipriano,Santarem    Coruche    Coruche    9 221     24 244,Enfermeiro
32768574,Olga Viana,Porto    Paços de Ferreira    Frazão    4 276     535,Videógrafo
95629011,C�ndida Barrocas,Guarda    Guarda    Carvalhal Meão    67    766,Biólogo
71238471,An�bal Quinta,Guarda    Sabugal    Aldeia da Ponte    340    3 385,Professor
45917028,Dorisse Aguiar,Castelo Branco    Covilhã    Tortosendo    5 426     1 923,Rececionista de hotel
39890619,Gide�o Reino,Braga    Barcelos    Moure    949    226,Maquinista
70942361,Alana Cedro,Bragança    Carrazeda de Ansiães    Carrazeda de Ansiães    1 605     1 160,Pintor
31919887,Blenda Sesimbra,Bragança    Macedo de Cavaleiros    Edroso    131    1 229,Piloto
26709448,Mariana Urias,Braga    Guimarães    Polvoreira    3 813     321,Freelancer
45128982,Heidi Granjeiro,Braga    Vila Nova de Famalicão    Jesufrei    666    285,Psicólogo
44732591,Valdemar Mirandela,Guarda    Mêda    Aveloso    287    753,Biólogo
48868573,Rosana Prado,Açores    Praia da Vitória    Vila Nova    1 729     796,Guarda prisional
35986138,Ariana Mariz,Vila Real    Alijó    Ribalonga    291    915,Formador profissional
17776203,Adalberto Magalh�es,Setúbal    Santiago do Cacém    Santiago do Cacém    7 274     11 679,Eletricista
26660819,D�ris Carromeu,Vila Real    Montalegre    Contim    100    1 125,Economista
47539501,Tito Cortes�o,Aveiro    Oliveira do Bairro    Bustos    2 576     1 012,Soldador
19996119,Pamela Mello,Vila Real    Valpaços    Friões    786    2 769,Bombeiro
17336149,Jasmim Quesado,Viana do castelo    Valença    Valença    3 483     251,Babysitter
56167611,Juliano Farias,Santarem    Ourém    Casal dos Bernardos    1 041     2 397,Web designer
14630248,Antero Salles,Porto    Amarante    Carvalho de Rei    198    735,Engenheiro químico
84754913,Lancelote C�sar,Braga    Vila Verde    Geme    474    247,Estafeta
51081464,Deonilde Braz,Açores    Vila Franca do Campo    Vila Franca do Campo    1 624     1 844,Gestor de projetos IT
81595717,Daniela Moraes,Braga    Braga    Esporões    1 845     442,Engenheiro informático
13709024,Maximiliano Portela,Porto    Marco de Canaveses    Folhada    736    881,Guarda prisional
10614876,Marisol Malta,Viseu    Vouzela    Carvalhal de Vermilhas    229    810,Barman
47542132,Estela Caminha,Coimbra    Arganil    Benfeita    503    2 210,Bombeiro
20059812,Isa�as Ximenes,Viseu    Resende    Miomães    391    277,Farmacêutico
27287214,Eduarda Mainha,Bragança    Bragança    Aveleda    253    6 463,Barman
44960092,Carol Farinha,Vila Real    Sta. Marta de Penaguião    Lobrigos (S. Miguel)    1 327     442,Assistente dentário
66024686,Nara Tom�,Beja    Moura    Santo Aleixo da Restauração    842    17 953,Carpinteiro
56595177,Carmo Lages,Braga    Póvoa de Lanhoso (N. S. do Amparo)    Ajude    164    147,Cientista de dados
20041669,Anselmo Vaz,Aveiro    Arouca    Chave    1 414     1 076,Polícia
42512039,Miguel Alencastre,Lisboa    Cascais    Carcavelos    20 037     437,Biólogo
40322416,Tadeu R�go,Viseu    S. João da Pesqueira    Castanheiro do Sul    474    2 138,Empreendedor
49540499,B�rbara Negromonte,Guarda    Seia    Várzea de Meruge    281    590,Carpinteiro
20235311,Ac�rcio Reis,Leiria    Leiria    Carvide    2 913     1 731,Escritor
39419891,Albina Rocha,Setúbal    Grândola    Azinheira dos Barros e S. Mamede    908    17 252,Fotógrafo
16491872,Josu� Quintanilha,Braga    Guimarães    Barco    1 430     295,Motorista
14354363,Elsa Campos,Viana do castelo    Ponte de Lima    Fontão    1 132     472,Gestor
20599524,Adriana Gra�a,Braga    Fafe    Passos    1 113     382,Gestor de transportes
21763035,Nilton Sesimbra,Braga    Guimarães    Guimarães (S. Sebastião)    1 949     45,Web designer
99960698,Danilo Fi�es,Madeira    Câmara de Lobos    Câmara de Lobos    16 842     762,Web designer
89807198,Lourdes Curvelo,Castelo Branco    Castelo Branco    Tinalhas    690    1 620,Cuidador de idosos
17454406,Magda Horta,Braga    Cabeceiras de Basto    Faia    687    517,Web designer
69401791,D�bora Lacerda,Beja    Beja    S. Matias    654    6 991,Analista de dados
33781355,Graciete Cerveira,Aveiro    Oliveira de Azemeis    Macieira de Sarnes    2 214     452,Canalizador
16930434,Ismael Rosa,Lisboa    Azambuja    Vila Nova de S. Pedro    725    1 438,Diretor de hotel
18664917,Ciro Lira,Braga    Cabeceiras de Basto    Basto    829    704,Animador turístico
28569167,Belisa Pallos,Porto    Penafiel    Pinheiro    2 297     447,Auditor
32629137,Capitolina Viana,Évora    Montemor-o-Novo    N. S. da Vila    5 629     18 595,Eletricista
20580055,Wagner Garcia,Santarem    Chamusca    Pinheiro Grande    1 051     3 216,Programador / Desenvolvedor de software
29091558,Tom� Dinis,Leiria    Óbidos    A dos Negros    1 493     1 682,Analista de dados
24071193,Odete Lobo,Viana do castelo    Ponte de Lima    Cepões    586    389,Assistente social
75273095,Raul Camelo,Viseu    Lamego    Várzea de Abrunhais    478    716,Gestor de produto
78652065,Wagner Esparteiro,Lisboa    Lourinhã    Reguengo Grande    1 562     1 552,Investigador
31638429,Yolanda Murtinho,Viseu    Mortágua    Pala    1 042     4 910,Engenheiro mecânico
52443248,Edson Jesus,Viseu    Lamego    Britiande    1 015     539,Segurança privado
32320114,Romualdo Veiga,Guarda    Gouveia    Ribamondego    338    648,Funcionário público
37132151,Henrique Alencastre,Braga    Fafe    Agrela    271    144,Eletricista
47028077,Francelina Berenguer,Santarem    Santarem    Alcanede    5 048     10 618,Economista
14932696,Anita Cal�ada,Porto    Lousada    Lodares    1 737     358,Juiz
46237953,Abel Vidigal,Viseu    Sernancelhe    Freixinho    152    581,Empregado de mesa
61719757,Guido J�come,Porto    Amarante    Amarante (S. Gonçalo)    6 503     475,Empregado de mesa
23964986,Milene Valadares,Bragança    Carrazeda de Ansiães    Zedes    214    1 007,Administrador de sistemas
38772968,Lib�nio Quintais,Castelo Branco    Fundão    Alcaria    1 271     2 151,Babysitter
17177947,Carmo Goes,Braga    Barcelos    Vilar de Figos    651    376,Técnico ambiental
52066482,Brenda �vila,Bragança    Mirandela    Aguieiras    375    1 468,Formador profissional
87490597,L�gia Vilalobos,Vila Real    Boticas    Granja    266    879,Veterinário
14711876,Pascoal Mendon�a,Lisboa    Sobral de Monte Agraço    Sapataria    2 558     1 440,Fotógrafo
17156630,Marcelo Cort�s,Açores    Ponta Delgada    Fenais da Luz    1 895     767,Gestor
53282862,�lio Pereira,Porto    Vila do Conde    Azurara    2 102     211,Cientista de dados
25768742,Adosindo Pinto,Braga    Barcelos    Viatodos    2 027     401,Militar
77699694,Daniela Barrocas,Évora    Portel    Amieira    436    9 836,Médico
23317746,Hildefonso Robalinho,Porto    Santo Tirso    Sequeiró    1 769     215,Engenheiro químico
59074083,Ladislau Cambezes,Faro    Olhão    Pechão    3 033     2 031,Barman
12178842,Ana Vilarim,Leiria    Caldas da Rainha    Vidais    1 178     2 221,Jornalista
10322206,Reinaldo Mota,Guarda    Gouveia    Vila Nova de Tazem    2 011     1 577,Gestor
12954465,Cremilde Cavadas,Bragança    Freixo de Espada à Cinta    Mazouco    206    1 881,Farmacêutico
19035537,Leda Carvalhais,Braga    Vila Nova de Famalicão    Carreira    1 907     215,Engenheiro civil
14650459,Filomena Prada,Braga    Vila Nova de Famalicão    Louro    2 464     518,Engenheiro eletrotécnico
15807766,Nicia Dantas,Guarda    Fornos de Algodres    Infias    280    274,Especialista em inteligência artificial
35268004,M�ximo Parente,Coimbra    Figueira da Foz    Bom Sucesso    2 006     6 094,Auxiliar de ação direta
16808761,Yasmin �lvares,Porto    Gondomar    Aveleda    1 952     369,Diretor de hotel
43049643,Florbela Monforte,Guarda    Guarda    Rochoso    343    1 942,Engenheiro civil
62476193,Flora Figueir�,Coimbra    Coimbra    Antanhol    2 447     1 049,Engenheiro civil
12741723,Glena Gabeira,Coimbra    Cantanhede    Cordinhã    1 141     1 025,Segurança privado
27247314,Pascoal Faia,Vila Real    Chaves    Tronco    326    869,Dentista
18477017,La�s Castilho,Viseu    Viseu    Viseu (Sta. Maria de Viseu)    7 130     357,Técnico ambiental
19200462,Nat�lia Palhares,Vila Real    Chaves    Faiões    880    794,Cozinheiro / chef
64373172,S�nia R�os,Bragança    Mogadouro    Castelo Branco    540    5 457,Pedreiro
30958350,Elisa Dotel,Leiria    Caldas da Rainha    Serra do Bouro    720    1 798,Ator
22176193,Herculano Cambezes,Porto    Felgueiras    Jugueiros    1 531     751,Engenheiro agrónomo
78576429,Batista Coronel,Açores    Sta. Cruz da Graciosa    Praia (S. Mateus)    901    1 256,Pescador
50609519,Francisco Castelhano,Porto    Felgueiras    Lordelo    356    150,Gestor de e-commerce
15986869,Tadeu Matos,Guarda    Figueira de Castelo Rodrigo    Algodres    352    3 216,Gestor de e-commerce
39803903,Adorinda Mart�nez,Porto    Santo Tirso    Negrelos (S. Mamede)    2 288     477,Piloto
94837415,Alfredo Gra�a,Guarda    Sabugal    Rendo    342    2 240,Relações públicas
10128398,Adelaide Rebelo,Viseu    Vouzela    Cambra    1 366     2 539,Engenheiro mecânico
17611582,S�rgio Dam�sio,Guarda    Gouveia    Moimenta da Serra    707    575,Formador profissional
23129035,Luca Lous�,Viana do castelo    Caminha    Arga de Cima    87    868,Músico
28762929,Miranda Sales,Viana do castelo    Melgaço    Cousso    361    714,Segurança privado
38905850,Sofia Melo,Viseu    Sernancelhe    Pereiro    156    485,Ator
50995997,Lauro Granja,Lisboa    Sobral de Monte Agraço    Sobral de Monte Agraço    2 937     867,Personal trainer
11039234,Liana Maia,Vila Real    Chaves    S. Vicente    313    3 105,Eletricista
41503684,Violante Aveiro,Braga    Celorico de Basto    Agilde    1 294     987,Programador / Desenvolvedor de software
11386564,Clemente Avelar,Guarda    Almeida    Porto de Ovelha    83    1 429,Explicador / tutor
47357309,Greta Penha,Lisboa    Oeiras    Oeiras e S. Julião da Barra    34 850     227,Cabeleireiro
24164531,Deolinda Aleixo,Viseu    Tondela    Tondela    3 935     1 087,Maquinista
16772570,�nio Zagallo,Beja    Moura    Póvoa de S. Miguel    1 094     18 694,Farmacêutico
42322499,Filipe Malafaia,Braga    Braga    Nogueira    4 815     382,Pescador
18115004,Gaspar Bugalho,Setúbal    Sines    Porto Covo    1 116     4 873,Técnico de radiologia
17057543,L�gia Silveira,Santarem    Torres Novas    Brogueira    1 065     2 107,Relações públicas
15048530,Damiana Aldeia,Beja    Odemira    Sabóia    1 344     15 580,Economista
13973707,P�ricles Bernardes,Viana do castelo    Monção    Pias    944    1 004,Técnico de recursos humanos
83179642,Manuelina Castilhos,Porto    Paços de Ferreira    Arreigada    2 117     216,Economista
37829200,Leonel Vidigal,Porto    Lousada    Cernadelo    728    192,Cuidador de idosos
13022309,Katia Secadura,Aveiro    Albergaria-a-Velha    Albergaria-a-Velha    7 421     2 677,Gestor de e-commerce
39240994,Nicole Furquim,Beja    Odemira    Vale de Santiago    695    5 924,Especialista em cibersegurança
14980683,Diva Nolasco,Vila Real    Montalegre    Fiães do Rio    104    693,Psicólogo
46707380,Ferdinando Maranh�o,Viana do castelo    Ponte de Lima    Friastelas    515    420,Agricultor
43988885,Paloma Canedo,Aveiro    Oliveira de Azemeis    Palmaz    2 130     1 683,Empregado de mesa
38152417,Serena Gameiro,Coimbra    Cantanhede    Bolho    943    670,Procurador
65505127,Keila Barra,Setúbal    Seixal    Corroios    46 475     1 692,Gestor de transportes
35204211,Durval Gravato,Leiria    Caldas da Rainha    Nadadouro    1 422     922,Técnico de radiologia
79740408,Joyce Rego,Viseu    Castro Daire    Alva    546    987,Fisioterapeuta
39101923,Estela Pena,Faro    Silves    Silves    10 768     17 745,DevOps engineer
29017271,Alcione Valad�o,Bragança    Miranda do Douro    S. Martinho de Angueira    359    3 700,Ator
51407184,Graciete Menna,Porto    Vila Nova de Gaia    Mafamude    38 940     539,Diretor de hotel
52890391,Isolina Freire,Leiria    Leiria    Milagres    2 961     1 602,Barman
80183438,Benjamim Vides,Porto    Porto    Vitória    2 720     31,Canalizador
56912596,Belarmina Zarco,Aveiro    S. João da Madeira    S. João da Madeira    21 102     811,Pintor
43152837,Silvana Vel�zquez,Açores    Angra do Heroísmo    Angra (S. Pedro)    3 638     385,Designer gráfico
82529610,Sabrina Barateiro,Viseu    Viseu    Bodiosa    3 110     2 560,Solicitador
87129354,Leandra Rebello,Braga    Cabeceiras de Basto    Basto    829    704,Polícia
19749387,Cust�dio G�is,Lisboa    Loures    Fanhões    2 698     1 162,Educador social
60845597,Henrique Mena,Açores    Lajes das Flores    Lomba    197    1 002,Empreendedor
15801210,Liane Mieiro,Bragança    Mirandela    Bouça    356    1 357,Economista
64324370,Celestina Henriques,Guarda    Fornos de Algodres    Cortiçô    180    511,Pedreiro
15642809,Ad�o Corte-Real,Porto    Vila Nova de Gaia    Canelas    12 303     747,Militar
35114310,Igor Gravato,Lisboa    Loures    Sta. Iria de Azóia    17 571     717,Técnico de manutenção
51923020,Ediberto Mendo�a,Vila Real    Vila Real    Abaças    1 074     1 913,Engenheiro industrial
12877839,Reinaldo Carvalhoso,Aveiro    Vagos    Gafanha da Boa Hora    2 277     3 710,Pescador
41400104,Patr�cio Macedo,Lisboa    Mafra    Sobral da Abelheira    1 052     1 557,Técnico de análises clínicas
44675521,Juliana Curado,Aveiro    Sta. Maria da Feira    Lourosa    9 204     641,Gestor
37000050,Marisol Be�a,Braga    Terras de Bouro Chorense    582    751,Técnico administrativo
92516932,R�mulo Pacheco,Bragança    Carrazeda de Ansiães    Mogo de Malta    141    1 129,Diretor de hotel
71564517,Vilma Barroqueiro,Vila Real    Chaves    Santo Estêvão    632    879,Funcionário público
20506041,Adelina Silva,Aveiro    Sta. Maria da Feira    Paços de Brandão    4 590     371,Rececionista de hotel
32250099,Erm�nio N�brega,Viana do castelo    Arcos de Valdevez    S. Jorge    766    1 150,Psicólogo
14388118,Din� Pontes,Vila Real    Mesão Frio    Mesão Frio (Sta. Cristina)    821    641,Notário
51233247,Anselmo Aldeia,Leiria    Pombal    Guia    2 726     3 791,Técnico administrativo
40751691,Luc�lia Sales,Porto    Paços de Ferreira    Seroa    3 661     605,Procurador
83727925,D�lio Villar,Castelo Branco    Fundão    Bogas de Baixo    275    3 390,Freelancer
13956249,Ros�rio Benevides,Braga    Braga    Aveleda    2 253     221,DevOps engineer
40496156,Evelise Bugalho,Guarda    Almeida    Nave de Haver    504    4 114,Técnico de radiologia
37965276,Nicolas Cruz,Beja    Ferreira do Alentejo    Odivelas    692    10 996,Solicitador
49087282,F�bia Onofre,Braga    Vila Verde    Freiriz    1 142     574,Técnico administrativo
14339459,Sabina Ornelas,Vila Real    Chaves    Águas Frias    897    2 896,Gestor
49550148,Ademir R�os,Viseu    Penalva do Castelo    Trancozelos    332    516,Freelancer
47459926,Benedito Maior,Braga    Barcelos    Alvelos    2 168     422,Cozinheiro / chef
27683872,Silv�ria Alves,Coimbra    Penacova    S. Pedro de Alva    1 810     2 837,Gestor
23131541,Faustino Doutel,Coimbra    Pampilhosa da Serra    Janeiro de Baixo    764    4 054,Empregado de mesa
78681652,Rodolfo Lobo,Viana do castelo    Monção    Lordelo    141    552,Pintor
82210286,Adorinda Secadura,Viana do castelo    Vila Nova de Cerveira    Cornes    481    677,Formador profissional
24725673,Violante Regueira,Porto    Paredes    Vila Cova de Carros    688    366,Tradutor
14920050,Bianca Valad�o,Porto    Maia    Folgosa    3 603     1 030,Técnico administrativo
14019330,Amador Pena,Açores    Angra do Heroísmo    S. Bento    1 968     866,Esteticista
16849700,Waldemar Gomide,Castelo Branco    Idanha-a-Nova    Alcafozes    252    5 657,Web designer
18643043,In�s Cabreira,Bragança    Alfândega da Fé    Saldonha    102    842,Investigador
15746604,Anast�cia Pino,Porto    Penafiel    Vila Cova    763    640,Empregado de mesa
26004771,Obede Quinaz,Beja    Odemira    Bicos    649    5 652,Professor
17085447,Aurora Lisboa,Braga    Vizela    Ínfias    1 765     186,Militar
14321486,Andreia Maltez,Faro    Alcoutim    Pereiro    287    10 125,Administrador de sistemas
31796217,D�lia Casado,Braga    Guimarães    Balazar    565    287,Técnico de recursos humanos
